target,rmse,mae,r2,mape_pct,fold,best_epoch,n_train,n_val,fit_seconds
oxide_etch,0.046438203901618756,0.02726894613360049,0.6405054689786425,4.253127931895197,0,19,6230,1602,124.18
si_etch,0.26350724358356087,0.2100027920155043,0.994661510647288,0.4771850990689561,0,7,6230,1602,2.97
