target,rmse,mae,r2,mape_pct,fold,best_epoch,n_train,n_val,fit_seconds
si_etch,3.4755069579851416,2.898980296655243,0.07131252292793111,6.428941823829402,0,2,6230,1602,347.06
oxide_etch,0.0692334444660651,0.05483981189358696,0.20095113762773642,8.701507123493988,0,2,6230,1602,226.57
