target,lot,experiment_key,wafer_num,n_points,rmse,mae,r2,mape_pct
si_etch,3,2024-07-09_03,3,89,0.1809318906643241,0.14175942238796954,0.9976153151707826,0.3182060048762547
si_etch,3,2024-07-09_04,4,89,0.1376784470729024,0.10620477226343,0.9985845487020861,0.24320105650590235
si_etch,3,2024-07-09_05,5,89,0.35134116337194327,0.297520369626163,0.9904603865814171,0.6664118557489891
si_etch,3,2024-07-09_06,6,89,0.2432769792174655,0.1999238260676347,0.9954134128021651,0.4464296707150663
si_etch,3,2024-07-09_07,7,89,0.1873933257669646,0.14972875359353086,0.9972529381193261,0.3378133037977575
si_etch,3,2024-07-09_08,8,89,0.24136957040754717,0.21537819337309036,0.9954043097902902,0.49240907166546616
si_etch,3,2024-07-09_09,9,89,0.17992718337992814,0.15249038010500743,0.997409766911657,0.3527294698507649
si_etch,3,2024-07-09_10,10,89,0.48374661916494777,0.4641650767808553,0.981091250547562,1.1007626117607197
si_etch,4,2024-07-11_01,1,89,0.7065394133257059,0.6393197306086507,0.9645698535099652,1.4044000262740994
si_etch,4,2024-07-11_02,2,89,0.8603445579777846,0.8111050209302572,0.9464181035488658,1.7941942079355484
si_etch,4,2024-07-11_03,3,89,0.2511960438599368,0.2195605588762947,0.9952571403990038,0.5002154812320603
si_etch,4,2024-07-11_04,4,89,0.4342279882851737,0.4073137433341384,0.9856104206996839,0.9144685255199706
si_etch,4,2024-07-11_05,5,89,0.2745776470163806,0.2313092263896816,0.9940541211548137,0.5196753279503998
si_etch,4,2024-07-11_06,6,89,0.18049834524657343,0.14586622259590024,0.9974447163853384,0.3292769970816799
si_etch,4,2024-07-11_07,7,89,0.3237830518357188,0.2976830300320397,0.9915623314242437,0.6887669276665558
si_etch,4,2024-07-11_08,8,89,0.36628339159763185,0.3326551030191148,0.9891756761258029,0.7814721038961087
si_etch,4,2024-07-11_09,9,89,0.5869781015256392,0.5744006982010406,0.9721258114808066,1.3399863146654107
si_etch,4,2024-07-11_10,10,89,0.25139202121701965,0.2147501399008075,0.9948378960353274,0.48735157216158387
si_etch,5,2024-07-19_01,1,89,0.5274469674719872,0.4613226558385265,0.9804111076867953,1.0155581169504686
si_etch,5,2024-07-19_02,2,89,0.21292753538773573,0.1849585115239859,0.9966050243162219,0.42419034996230426
si_etch,5,2024-07-19_03,3,89,0.10284763904788985,0.08318315998891798,0.999173013847967,0.18761313758075926
si_etch,5,2024-07-19_04,4,89,0.4374254235414737,0.41152816943908016,0.9843010030941087,0.9434064737698601
si_etch,5,2024-07-19_05,5,89,0.14610437656556677,0.11971372968695074,0.9982630465247707,0.27190242481931215
si_etch,5,2024-07-19_06,6,89,0.14047433701192835,0.11587245812576848,0.9983841287317196,0.2653344027557016
si_etch,5,2024-07-19_07,7,89,0.16855670244283152,0.13595508189683478,0.9976540106457906,0.3217484488095649
si_etch,5,2024-07-19_08,8,89,0.3544730308757269,0.31355980005157086,0.9897273509989224,0.7324734686951039
si_etch,5,2024-07-19_09,9,89,0.5099877196335564,0.4811486233486224,0.978366183626492,1.1134571474942232
si_etch,5,2024-07-19_10,10,89,0.1603097117617905,0.13281069980578444,0.9978670841640198,0.30856452624487934
si_etch,6,2024-08-01_01,1,89,0.5286903258226724,0.49034774437379214,0.9789906926214013,1.1254795725245637
si_etch,6,2024-08-01_02,2,89,0.3082301230947712,0.2781144902947247,0.9930296682878484,0.6224065315297843
si_etch,6,2024-08-01_03,3,89,0.37697573105298315,0.35452129063981325,0.989384936223887,0.7945258136091636
si_etch,6,2024-08-01_04,4,89,0.46638784945083855,0.42848651328783444,0.9835790330704428,0.9659948309878039
si_etch,6,2024-08-01_05,5,89,0.448131951241851,0.4307205971707125,0.984531068206474,0.9824132707953762
si_etch,6,2024-08-01_06,6,89,0.29054874351910304,0.25361418991946094,0.9933357295230599,0.60817275529211
si_etch,6,2024-08-01_07,7,89,1.7194527334637222,0.4063547112968532,0.80003493324724,1.16295232665911
si_etch,6,2024-08-01_08,8,89,0.34780690911610257,0.2996701015515274,0.9902967862116403,0.6750739674878514
si_etch,6,2024-08-01_09,9,89,0.16682108451446306,0.1375776140877367,0.9977416523280468,0.3226334096815836
si_etch,6,2024-08-01_10,10,89,0.3175872765997279,0.2591227842180919,0.9918248451605597,0.5751146671437691
si_etch,7,2024-08-05_01,1,89,0.1814338715833509,0.15514232335465716,0.9975921522323743,0.35635971551938117
si_etch,7,2024-08-05_02,2,89,0.23127443991374255,0.18927293413140833,0.9960833443740842,0.43444304035195164
si_etch,7,2024-08-05_03,3,89,0.18295417280642023,0.15582498271813475,0.9974356762563489,0.3573925543706953
si_etch,7,2024-08-05_04,4,89,0.12548331807753815,0.09847178084126947,0.9987762944139165,0.22347389903145354
si_etch,7,2024-08-05_05,5,89,0.2128806684793679,0.17380296514275362,0.9963797269719749,0.38498914825169134
si_etch,7,2024-08-05_06,6,89,0.28305462769681955,0.2511865422966776,0.9935342376380315,0.5839276613462621
si_etch,8,2024-08-07_01,1,89,0.2555735722878423,0.1793430628401509,0.9951829672560762,0.3895228902077581
si_etch,8,2024-08-07_02,2,89,0.1530482583193698,0.1317439561479547,0.9982542257220193,0.3040529002277336
si_etch,8,2024-08-07_03,3,89,0.13159186930361252,0.10627780871444865,0.9986673411207776,0.23973550506934488
si_etch,8,2024-08-07_04,4,89,0.1487599596574132,0.11936633506517692,0.9982886879981147,0.26297855592788993
si_etch,8,2024-08-07_05,5,89,0.28904566806096,0.25386908884798554,0.9934325287653025,0.5722998657058718
si_etch,8,2024-08-07_06,6,89,0.17308564318605463,0.12999498174431642,0.997626912266359,0.29318228902820187
si_etch,8,2024-08-07_07,7,89,0.14475978194759515,0.11766300844342513,0.9983313511069578,0.2702108704848085
si_etch,8,2024-08-07_08,8,89,0.4313217042277805,0.41084675306684537,0.9868631947173871,0.9563082795851512
si_etch,8,2024-08-07_09,9,89,0.5352193070816892,0.5167202038711376,0.9794011565604441,1.2079218299651207
si_etch,8,2024-08-07_10,10,89,0.5663182281379013,0.5554068918978229,0.9742512589478856,1.2957352931368904
si_etch,9,2024-08-21_01,1,89,0.19447161171834296,0.16918310958347962,0.9973687778723538,0.3861832230374149
