target,fold,epoch,train_loss,train_rmse,val_rmse,val_mae,val_r2,val_mape,lr,elapsed_s
oxide_etch,0,0,1.003859,0.077411,0.074365,0.05812,0.078099,9.33,0.0014976880002998461,21.49
oxide_etch,0,1,0.782045,0.068325,0.076594,0.058769,0.022027,9.58,0.0014907662554463534,14.99
oxide_etch,0,2,0.833663,0.070544,0.076295,0.05772,0.029647,9.51,0.0014792774402982575,14.98
oxide_etch,0,3,0.727849,0.065915,0.059484,0.044475,0.410144,6.94,0.0014632923872213652,14.97
oxide_etch,0,4,0.577655,0.058722,0.057149,0.042877,0.455553,6.69,0.001442909649383465,14.96
oxide_etch,0,5,0.580003,0.058841,0.053737,0.040569,0.518616,6.38,0.0014182548931412759,14.97
oxide_etch,0,6,0.559241,0.057778,0.051358,0.036191,0.560292,5.46,0.0013894801232655692,14.98
oxide_etch,0,7,0.512571,0.055315,0.047913,0.034894,0.617314,5.39,0.0013567627457812107,14.98
oxide_etch,0,8,0.464606,0.052663,0.048748,0.034246,0.603855,5.3,0.0013203044742000234,14.99
oxide_etch,0,9,0.446893,0.05165,0.048812,0.034845,0.602819,5.22,0.0012803300858899107,14.97
oxide_etch,0,10,0.448953,0.051769,0.046328,0.032446,0.642215,4.95,0.001237086036247638,14.99
oxide_etch,0,11,0.566749,0.058165,0.061669,0.043517,0.366017,7.17,0.001190838939219355,15.0
oxide_etch,0,12,0.496543,0.054443,0.05128,0.032782,0.561629,5.11,0.0011418739235369616,15.02
oxide_etch,0,13,0.433493,0.050869,0.047378,0.03035,0.625812,4.74,0.0010904928748046601,15.0
oxide_etch,0,14,0.488886,0.054022,0.049519,0.030068,0.591222,4.69,0.0010370125742738174,15.0
oxide_etch,0,15,0.396979,0.04868,0.043199,0.028324,0.688915,4.36,0.0009817627457812106,15.28
oxide_etch,0,16,0.368879,0.046925,0.043356,0.027948,0.686644,4.24,0.0009250840228919292,15.0
oxide_etch,0,17,0.333588,0.044624,0.045498,0.028496,0.654908,4.45,0.0008673258487801733,15.01
oxide_etch,0,18,0.321254,0.043791,0.044992,0.027618,0.662541,4.29,0.0008088443217958837,15.01
oxide_etch,0,19,0.3329,0.044578,0.043562,0.026619,0.683652,4.15,0.00075,15.03
oxide_etch,0,20,0.359637,0.046334,0.040058,0.025172,0.732498,3.82,0.0006911556782041164,15.02
