target,fold,epoch,train_loss,val_rmse,val_mae,val_r2,lr,elapsed_s
si_etch,0,0,0.997592,3.571045,2.947203,0.019553,0.0004522542485937369,85.7
si_etch,0,1,0.975454,3.538545,2.909666,0.037318,0.00032725424859373687,76.29
si_etch,0,2,0.959188,3.509769,2.884091,0.052912,0.00017274575140626317,75.45
si_etch,0,3,0.95182,3.497853,2.90333,0.059332,4.7745751406263163e-05,75.26
si_etch,0,4,0.949032,3.498711,2.860343,0.05887,0.0,385.35
