target,fold,epoch,train_loss,train_rmse,val_rmse,val_mae,val_r2,val_mape,lr,elapsed_s
si_etch,0,0,0.695324,3.010474,1.99786,1.660525,0.693124,3.76,0.0014976880002998461,82.19
si_etch,0,1,0.175336,1.511738,1.039108,0.785344,0.916985,1.78,0.0014907662554463534,72.35
si_etch,0,2,0.064181,0.914627,0.639197,0.521981,0.968587,1.2,0.0014792774402982575,83.22
si_etch,0,3,0.034893,0.674391,0.501901,0.399257,0.980633,0.9,0.0014632923872213652,80.08
si_etch,0,4,0.026754,0.590524,0.493745,0.381127,0.981257,0.86,0.001442909649383465,74.8
si_etch,0,5,0.028793,0.612615,0.35894,0.285883,0.990094,0.65,0.0014182548931412759,74.34
si_etch,0,6,0.025023,0.571103,0.539218,0.425503,0.977646,0.95,0.0013894801232655692,74.6
si_etch,0,7,0.026486,0.587561,0.450087,0.351377,0.984425,0.79,0.0013567627457812107,74.48
si_etch,0,8,0.025743,0.579251,0.397838,0.309933,0.987831,0.7,0.0013203044742000234,74.59
si_etch,0,9,0.02588,0.5808,0.282708,0.218108,0.993855,0.49,0.0012803300858899107,74.54
si_etch,0,10,0.032162,0.647458,0.692711,0.50609,0.963108,1.09,0.001237086036247638,74.52
si_etch,0,11,0.029699,0.622172,0.571286,0.44166,0.974908,0.97,0.001190838939219355,74.49
si_etch,0,12,0.022472,0.541202,0.276817,0.212629,0.994109,0.48,0.0011418739235369616,74.64
si_etch,0,13,0.020448,0.516262,0.264923,0.216111,0.994604,0.49,0.0010904928748046601,74.47
si_etch,0,14,0.018568,0.491956,0.334962,0.271942,0.991374,0.62,0.0010370125742738174,74.57
si_etch,0,15,0.016855,0.468712,0.261149,0.196931,0.994757,0.44,0.0009817627457812106,74.59
si_etch,0,16,0.016272,0.460528,0.270262,0.216126,0.994384,0.49,0.0009250840228919292,74.68
si_etch,0,17,0.016267,0.460467,0.232118,0.18583,0.995858,0.42,0.0008673258487801733,74.56
si_etch,0,18,0.013918,0.425928,0.340034,0.275723,0.991111,0.62,0.0008088443217958837,74.55
si_etch,0,19,0.017096,0.472055,0.237152,0.18719,0.995676,0.42,0.00075,74.48
si_etch,0,20,0.013723,0.422927,0.244836,0.193316,0.995391,0.44,0.0006911556782041164,74.6
si_etch,0,21,0.013619,0.421317,0.264832,0.205007,0.994608,0.47,0.0006326741512198271,74.47
si_etch,0,22,0.017523,0.477912,0.364019,0.283282,0.989812,0.63,0.0005749159771080711,74.52
si_etch,0,23,0.017423,0.476545,0.341037,0.258404,0.991058,0.57,0.0005182372542187895,74.55
si_etch,0,24,0.015162,0.444554,0.260187,0.200517,0.994795,0.45,0.00046298742572618276,74.58
si_etch,0,25,0.014887,0.440505,0.338063,0.258635,0.991213,0.58,0.00040950712519533997,74.57
oxide_etch,0,0,1.041663,0.078855,0.075566,0.058724,0.048095,9.41,0.0014976880002998461,74.54
oxide_etch,0,1,0.883713,0.072631,0.066329,0.052302,0.266591,8.28,0.0014907662554463534,74.49
oxide_etch,0,2,0.753285,0.067057,0.064479,0.050795,0.306919,7.95,0.0014792774402982575,75.04
oxide_etch,0,3,0.640999,0.061858,0.060721,0.045857,0.385352,7.27,0.0014632923872213652,74.56
oxide_etch,0,4,0.574833,0.058578,0.054305,0.039374,0.508395,5.99,0.001442909649383465,74.57
oxide_etch,0,5,0.531307,0.056317,0.055099,0.037272,0.493901,5.72,0.0014182548931412759,74.59
oxide_etch,0,6,0.540737,0.056814,0.055417,0.037665,0.488045,5.91,0.0013894801232655692,74.67
oxide_etch,0,7,0.507578,0.055045,0.051485,0.033613,0.558114,5.16,0.0013567627457812107,74.46
oxide_etch,0,8,0.451045,0.051889,0.051514,0.035412,0.557629,5.38,0.0013203044742000234,74.65
oxide_etch,0,9,0.429336,0.050625,0.04621,0.030596,0.644025,4.68,0.0012803300858899107,74.51
oxide_etch,0,10,0.397566,0.048716,0.04745,0.030918,0.624674,4.86,0.001237086036247638,74.53
oxide_etch,0,11,0.3874,0.048089,0.049785,0.033582,0.586813,5.29,0.001190838939219355,74.51
oxide_etch,0,12,0.452498,0.051973,0.050227,0.03098,0.579458,4.7,0.0011418739235369616,74.63
oxide_etch,0,13,0.407018,0.049292,0.047583,0.030682,0.622563,4.87,0.0010904928748046601,74.65
oxide_etch,0,14,0.451557,0.051919,0.049423,0.030902,0.592807,4.89,0.0010370125742738174,74.73
oxide_etch,0,15,0.392501,0.048405,0.046247,0.029053,0.643452,4.46,0.0009817627457812106,74.59
oxide_etch,0,16,0.348599,0.045617,0.045151,0.0275,0.660157,4.28,0.0009250840228919292,74.56
oxide_etch,0,17,0.334328,0.044674,0.04748,0.028133,0.624188,4.28,0.0008673258487801733,74.55
oxide_etch,0,18,0.359343,0.046315,0.044783,0.027997,0.665679,4.35,0.0008088443217958837,74.62
oxide_etch,0,19,0.342542,0.045219,0.043131,0.02606,0.689883,4.05,0.00075,74.62
oxide_etch,0,20,0.334537,0.044688,0.043169,0.02699,0.689342,4.2,0.0006911556782041164,74.56
oxide_etch,0,21,0.353035,0.045907,0.04662,0.027687,0.637686,4.2,0.0006326741512198271,74.59
oxide_etch,0,22,0.337855,0.044909,0.047495,0.027782,0.623953,4.25,0.0005749159771080711,74.64
oxide_etch,0,23,0.316956,0.043498,0.043577,0.025003,0.683443,3.88,0.0005182372542187895,74.52
oxide_etch,0,24,0.311285,0.043107,0.042972,0.025525,0.692175,3.9,0.00046298742572618276,74.55
oxide_etch,0,25,0.309198,0.042962,0.042951,0.025112,0.692466,3.86,0.00040950712519533997,74.66
oxide_etch,0,26,0.343196,0.045262,0.042512,0.025536,0.698721,3.91,0.00035812607646303844,77.56
oxide_etch,0,27,0.336125,0.044794,0.041819,0.024828,0.708461,3.84,0.0003091610607806453,77.97
oxide_etch,0,28,0.330103,0.044391,0.040135,0.025073,0.731471,3.8,0.0002629139637523624,74.49
oxide_etch,0,29,0.342689,0.045229,0.039938,0.024593,0.734103,3.82,0.00021966991411008944,74.48
oxide_etch,0,30,0.361311,0.046442,0.044072,0.026169,0.676206,3.9,0.0001796955257999768,74.5
oxide_etch,0,31,0.311893,0.043149,0.040683,0.024298,0.724094,3.73,0.0001432372542187895,74.64
oxide_etch,0,32,0.306568,0.042779,0.040719,0.024654,0.723607,3.77,0.00011051987673443085,74.42
oxide_etch,0,33,0.304898,0.042662,0.040289,0.024275,0.729407,3.71,8.174510685872415e-05,74.42
oxide_etch,0,34,0.294107,0.0419,0.040442,0.024447,0.727347,3.74,5.709035061653494e-05,74.41
