target,rmse,mae,r2,mape_pct,fold,best_epoch,n_train,n_val,fit_seconds
si_etch,0.2321176079662532,0.18582959835895438,0.99585762475725,0.4214793972314421,0,17,6230,1602,2065.84
oxide_etch,0.03993798756885166,0.02459291150135345,0.7341027690766401,3.8239173480723636,0,29,6230,1602,2841.27
