target,rmse,mae,r2,mape_pct,fold,best_epoch,n_train,n_val,fit_seconds
oxide_etch,0.06264498767658873,0.04744143175721615,0.345794613065065,7.5190732309652715,0,34,6230,1602,3598.96
si_etch,0.289725992279515,0.22380042582117812,0.9935463087788656,0.5065255852512771,0,39,6230,1602,3962.65
