experiment_dir,target,fold,rmse,mae,r2,mape_pct,best_epoch,fit_seconds,bias_pred_minus_true,true_std,pred_std,point_corr,wafer_mean_slope,wafer_mean_corr,true_mean_min,true_mean_max,pred_mean_min,pred_mean_max,train_target_mean,val_target_mean,target_mean_shift,train_rmse_at_best,min_train_rmse,last_train_rmse
outputs\experiments\2026-05-25_23-27_dl-multimodal-5fold,oxide_etch,4,0.06768153713387173,0.04564789324515173,0.26827917305778337,7.2460154159578956,38,1353.73,0.0009827377569958215,0.07912204530825935,0.050357962909807825,0.5291099421577461,0.31179035062745974,0.45847783477372617,0.5728502390759714,0.6986135880598862,0.6034092936622962,0.697865403100346,0.6594144105911255,0.6532235145568848,-0.006190896034240723,0.060042,0.060042,0.062619
