target,fold,epoch,train_loss,train_rmse,val_rmse,val_mae,val_r2,val_mape,lr,elapsed_s,mixup_n_applied,mixup_lam_mean
oxide_etch,0,62,0.388518,0.047964,0.073605,0.042621,0.123754,6.45,0.00023038522606803858,6.47,18,0.4993
oxide_etch,0,63,0.399603,0.048643,0.073279,0.042699,0.13148,6.51,0.00022386788418308646,6.53,18,0.696
oxide_etch,0,64,0.412416,0.049417,0.072909,0.042699,0.140248,6.54,0.00021736845194498695,6.51,18,0.5693
oxide_etch,0,65,0.461079,0.052251,0.077736,0.043559,0.022626,6.44,0.00021089138373994208,6.53,18,0.4702
oxide_etch,0,66,0.403441,0.048876,0.088146,0.049434,-0.256665,7.1,0.000204441118626963,6.63,18,0.4276
oxide_etch,0,67,0.38735,0.047892,0.088773,0.050214,-0.274601,7.21,0.00019802207729555996,6.49,18,0.4897
oxide_etch,0,68,0.482828,0.05347,0.075079,0.044271,0.088286,7.02,0.00019163865903602348,6.47,18,0.3484
oxide_etch,0,69,0.351793,0.045641,0.06994,0.041765,0.208835,6.95,0.00018529523872436965,6.42,18,0.5249
oxide_etch,0,70,0.38245,0.047588,0.069826,0.041704,0.211411,6.95,0.00017899616382401916,6.37,18,0.5438
oxide_etch,0,71,0.347167,0.04534,0.070218,0.042056,0.20253,6.99,0.000172745751406263,6.42,18,0.4137
oxide_etch,0,72,0.406868,0.049084,0.072872,0.04351,0.141115,7.06,0.00016654828519155714,6.43,18,0.5778
oxide_etch,0,73,0.371887,0.046926,0.083921,0.046189,-0.139092,6.7,0.0001604080126136748,6.6,18,0.6027
oxide_etch,0,74,0.396421,0.048449,0.089616,0.049832,-0.298935,7.16,0.00015432914190872742,6.48,18,0.4927
oxide_etch,0,75,0.339811,0.044857,0.082128,0.045603,-0.09093,6.64,0.00014831583923104983,6.49,18,0.6221
oxide_etch,0,76,0.317773,0.043378,0.073494,0.042043,0.126382,6.34,0.00014237222579792616,6.5,18,0.5218
oxide_etch,0,77,0.359303,0.046125,0.075406,0.042616,0.080328,6.34,0.0001365023750651132,6.47,18,0.5276
oxide_etch,0,78,0.42274,0.050032,0.076217,0.043019,0.060455,6.37,0.00013071030993509777,6.45,18,0.491
oxide_etch,0,79,0.31951,0.043496,0.072922,0.041973,0.139924,6.31,0.00012499999999999995,6.67,18,0.4711
oxide_etch,0,80,0.293546,0.041692,0.069612,0.04127,0.216229,6.41,0.0001193753588210127,6.63,18,0.4054
oxide_etch,0,81,0.369248,0.046759,0.069422,0.040664,0.2205,6.23,0.00011384024124624322,6.44,18,0.4079
oxide_etch,0,82,0.375067,0.047126,0.068542,0.040336,0.240149,6.25,0.00010839844076879165,6.46,18,0.5787
oxide_etch,0,83,0.345639,0.04524,0.068536,0.040293,0.24027,6.3,0.00010305368692688166,6.47,18,0.6715
oxide_etch,0,84,0.346908,0.045323,0.068343,0.040207,0.244558,6.23,9.780964274781976e-05,6.48,18,0.3349
oxide_etch,0,85,0.284711,0.041059,0.068453,0.040288,0.242125,6.27,9.266990223754061e-05,6.51,18,0.5479
oxide_etch,0,86,0.317118,0.043333,0.067943,0.039788,0.253374,6.12,8.763798791745405e-05,6.43,18,0.682
oxide_etch,0,87,0.332808,0.044392,0.06757,0.039519,0.261552,6.06,8.271734841028546e-05,6.47,18,0.5917
oxide_etch,0,88,0.309847,0.042833,0.067666,0.039718,0.259436,6.07,7.79113560765614e-05,6.64,18,0.6221
oxide_etch,0,89,0.296716,0.041916,0.070894,0.040851,0.187114,6.07,7.322330470336307e-05,6.64,18,0.4016
oxide_etch,0,90,0.312876,0.043042,0.070508,0.040735,0.195935,6.07,6.865640724692804e-05,6.57,18,0.6436
oxide_etch,0,91,0.333022,0.044407,0.070748,0.041056,0.190455,6.11,6.421379363065142e-05,6.62,18,0.451
oxide_etch,0,92,0.341164,0.044946,0.077189,0.044049,0.036321,6.43,5.989850859999223e-05,6.36,18,0.5002
oxide_etch,0,93,0.305526,0.042534,0.068737,0.039976,0.23582,5.99,5.571350963575724e-05,6.45,18,0.4532
oxide_etch,0,94,0.305148,0.042507,0.067773,0.039983,0.257108,6.16,5.166166492719115e-05,6.36,18,0.3001
oxide_etch,0,95,0.295962,0.041863,0.067861,0.040173,0.255181,6.27,4.7745751406263136e-05,6.32,18,0.5001
oxide_etch,0,96,0.311769,0.042966,0.068737,0.040727,0.235816,6.45,4.3968452844496104e-05,6.48,18,0.5748
oxide_etch,0,97,0.299049,0.042081,0.066698,0.03955,0.28048,6.18,4.033235801364399e-05,6.9,18,0.7668
oxide_etch,0,98,0.303992,0.042427,0.06608,0.039206,0.293756,6.05,3.683995891147693e-05,6.86,18,0.4379
oxide_etch,0,99,0.2686,0.039881,0.066223,0.039469,0.290686,6.16,3.3493649053890304e-05,6.78,18,0.4146
oxide_etch,0,100,0.290738,0.041492,0.066506,0.039709,0.284626,6.23,3.0295721834508663e-05,6.75,18,0.4175
oxide_etch,0,101,0.294561,0.041764,0.065769,0.039074,0.300378,6.07,2.7248368952908038e-05,6.71,18,0.7211
