target,rmse,mae,r2,mape_pct,fold,best_epoch,n_train,n_val,fit_seconds
si_etch,1.9098152725369912,1.7448825288503507,0.7195754776956276,3.943868071935599,0,28,6230,1602,2937.36
oxide_etch,0.06570771331458276,0.05273338307750954,0.2802624405547649,8.205638637127976,0,13,6230,1602,1707.72
